color_mean_R,color_std_R,color_skew_R,color_mean_G,color_std_G,color_skew_G,color_mean_B,color_std_B,color_skew_B,color_hist_R_0,color_hist_R_1,color_hist_R_2,color_hist_R_3,color_hist_R_4,color_hist_R_5,color_hist_R_6,color_hist_R_7,color_hist_R_8,color_hist_R_9,color_hist_R_10,color_hist_R_11,color_hist_R_12,color_hist_R_13,color_hist_R_14,color_hist_R_15,color_hist_R_16,color_hist_R_17,color_hist_R_18,color_hist_R_19,color_hist_R_20,color_hist_R_21,color_hist_R_22,color_hist_R_23,color_hist_R_24,color_hist_R_25,color_hist_R_26,color_hist_R_27,color_hist_R_28,color_hist_R_29,color_hist_R_30,color_hist_R_31,color_hist_G_0,color_hist_G_1,color_hist_G_2,color_hist_G_3,color_hist_G_4,color_hist_G_5,color_hist_G_6,color_hist_G_7,color_hist_G_8,color_hist_G_9,color_hist_G_10,color_hist_G_11,color_hist_G_12,color_hist_G_13,color_hist_G_14,color_hist_G_15,color_hist_G_16,color_hist_G_17,color_hist_G_18,color_hist_G_19,color_hist_G_20,color_hist_G_21,color_hist_G_22,color_hist_G_23,color_hist_G_24,color_hist_G_25,color_hist_G_26,color_hist_G_27,color_hist_G_28,color_hist_G_29,color_hist_G_30,color_hist_G_31,color_hist_B_0,color_hist_B_1,color_hist_B_2,color_hist_B_3,color_hist_B_4,color_hist_B_5,color_hist_B_6,color_hist_B_7,color_hist_B_8,color_hist_B_9,color_hist_B_10,color_hist_B_11,color_hist_B_12,color_hist_B_13,color_hist_B_14,color_hist_B_15,color_hist_B_16,color_hist_B_17,color_hist_B_18,color_hist_B_19,color_hist_B_20,color_hist_B_21,color_hist_B_22,color_hist_B_23,color_hist_B_24,color_hist_B_25,color_hist_B_26,color_hist_B_27,color_hist_B_28,color_hist_B_29,color_hist_B_30,color_hist_B_31,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25,haralick_contrast,haralick_dissimilarity,haralick_homogeneity,haralick_energy,haralick_correlation,shape_area,shape_perimeter,shape_circularity,shape_asymmetry,shape_border_irregularity,image_name
0.419547,0.28264308,-0.63034475,0.36526623,0.25741562,-0.3960412,0.3376256,0.251345,-0.1784238,28471.0,0.0,0.0,0.0,0.0,0.0,8.0,45.0,100.0,199.0,242.0,284.0,483.0,866.0,1420.0,2161.0,3485.0,5669.0,8200.0,10504.0,11315.0,8784.0,4947.0,2092.0,561.0,127.0,17.0,13.0,5.0,1.0,1.0,0.0,28471.0,0.0,16.0,103.0,131.0,216.0,416.0,549.0,977.0,1412.0,1804.0,1969.0,2405.0,2930.0,3721.0,4581.0,5791.0,7243.0,7469.0,7033.0,5809.0,4068.0,1948.0,666.0,189.0,41.0,13.0,10.0,9.0,2.0,6.0,0.0,28572.0,95.0,214.0,397.0,642.0,1079.0,1446.0,1649.0,1720.0,1903.0,1988.0,2279.0,2767.0,3335.0,4091.0,4779.0,5489.0,5798.0,5851.0,5438.0,4602.0,3008.0,1610.0,662.0,254.0,150.0,81.0,36.0,13.0,13.0,10.0,6.0,3241,1842,1271,1058,900,860,848,913,941,1040,1195,1362,1437,2489,1132,2157,913,2018,907,891,987,1122,1258,1603,27890,29725,1047.6923163841807,16.90702824858757,0.33018998001456595,0.289058612319253,0.8814245238532197,60979.0,1023.3178876638412,0.7317606143636886,0.9827782754689733,0.9928522582956136,ISIC_0023371.jpg
0.50329727,0.36331674,-0.36738652,0.4499698,0.34915662,-0.1376577,0.41921306,0.35856768,0.07469279,28471.0,0.0,2.0,7.0,13.0,42.0,92.0,172.0,375.0,616.0,924.0,1150.0,1360.0,1528.0,1618.0,1660.0,1691.0,1522.0,1473.0,1515.0,1438.0,1754.0,2337.0,3429.0,4682.0,6171.0,6942.0,6972.0,5674.0,3706.0,1928.0,624.0,28570.0,119.0,201.0,369.0,569.0,785.0,1058.0,1215.0,1430.0,1533.0,1634.0,1556.0,1547.0,1478.0,1372.0,1292.0,1192.0,1201.0,1208.0,1437.0,1905.0,2476.0,3268.0,4194.0,5150.0,5596.0,5830.0,5236.0,3728.0,2067.0,696.0,87.0,29765.0,814.0,1352.0,1481.0,1663.0,1756.0,1701.0,1451.0,1411.0,1287.0,1216.0,1074.0,983.0,903.0,837.0,889.0,915.0,1006.0,1151.0,1327.0,1695.0,2103.0,2733.0,3499.0,4193.0,4825.0,5090.0,4821.0,3779.0,2510.0,1290.0,410.0,4409,2643,1108,625,465,411,371,387,405,441,501,557,570,1733,548,1662,493,1648,448,471,515,724,1115,2460,28682,36608,1778.4124971751414,19.75398870056497,0.32418064186835105,0.28875613659102184,0.8888746846173924,61134.0,925.5188980102539,0.8968547130135973,1.0,0.9953759484190302,ISIC_0015370.jpg
0.4532139,0.3055415,-0.6415441,0.3523738,0.24536003,-0.49208304,0.3341596,0.23640294,-0.4341208,28471.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0,100.0,140.0,168.0,209.0,310.0,385.0,403.0,502.0,1166.0,2564.0,4842.0,8476.0,10618.0,10050.0,8852.0,6292.0,3537.0,1722.0,956.0,180.0,0.0,0.0,0.0,0.0,28771.0,204.0,292.0,371.0,415.0,268.0,188.0,176.0,176.0,225.0,498.0,1266.0,2265.0,3489.0,5941.0,8081.0,9813.0,9430.0,7621.0,5497.0,2945.0,1348.0,631.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29281.0,452.0,577.0,279.0,242.0,219.0,196.0,226.0,335.0,740.0,1293.0,1996.0,3178.0,4989.0,7406.0,8338.0,9205.0,8236.0,6146.0,3576.0,1975.0,965.0,148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050,2124,1230,887,655,654,583,667,696,867,1008,1335,1320,2484,998,2026,675,1783,603,610,727,936,1331,1815,28154,32782,506.08357062146894,9.434079096045199,0.3723609877288047,0.28927544926960064,0.9420963991569508,61134.0,925.5188980102539,0.8968547130135973,1.0,0.9953759484190302,ISIC_0021990.jpg
0.47680756,0.33108386,-0.54812765,0.45671442,0.33581743,-0.37615398,0.4068854,0.30669856,-0.2929779,28471.0,0.0,0.0,0.0,6.0,78.0,195.0,347.0,457.0,624.0,725.0,722.0,764.0,773.0,868.0,891.0,896.0,931.0,951.0,1164.0,1995.0,5045.0,10332.0,12775.0,11142.0,6824.0,2646.0,365.0,11.0,0.0,2.0,0.0,28478.0,59.0,215.0,437.0,734.0,843.0,812.0,812.0,870.0,926.0,950.0,842.0,757.0,750.0,811.0,733.0,722.0,704.0,744.0,850.0,1512.0,3794.0,8449.0,11471.0,11356.0,7369.0,3346.0,632.0,22.0,0.0,0.0,0.0,28571.0,143.0,568.0,942.0,1090.0,1128.0,1233.0,1226.0,1171.0,994.0,919.0,876.0,813.0,731.0,706.0,651.0,708.0,914.0,1632.0,4343.0,8670.0,10567.0,11317.0,6549.0,2894.0,631.0,13.0,0.0,0.0,0.0,0.0,0.0,3476,1856,1327,1042,857,701,659,755,824,861,978,1167,1117,2341,959,2130,774,1893,684,709,789,978,1348,1798,28273,31704,1114.8814237288136,13.168926553672318,0.3564855349913107,0.2893039692424321,0.9200421133488473,61134.0,925.5188980102539,0.8968547130135973,1.0,0.9953759484190302,ISIC_0012585.jpg
0.57030946,0.41139993,-0.46093553,0.4900917,0.3638894,-0.33808938,0.4521555,0.3345909,-0.29403737,28472.0,0.0,0.0,7.0,97.0,247.0,472.0,643.0,847.0,907.0,865.0,750.0,700.0,552.0,455.0,408.0,346.0,337.0,363.0,332.0,406.0,486.0,572.0,738.0,1269.0,2064.0,3309.0,5713.0,9798.0,13241.0,10883.0,3936.0,28471.0,7.0,65.0,252.0,411.0,710.0,965.0,1078.0,1226.0,1144.0,1026.0,878.0,758.0,680.0,541.0,478.0,447.0,471.0,626.0,888.0,1373.0,2073.0,3051.0,4561.0,6248.0,8058.0,8943.0,7793.0,4790.0,1719.0,269.0,0.0,28471.0,0.0,17.0,131.0,298.0,487.0,697.0,941.0,1275.0,1539.0,1588.0,1412.0,1146.0,940.0,788.0,889.0,1104.0,1415.0,1759.0,2371.0,3163.0,3992.0,5195.0,6501.0,7436.0,6701.0,5217.0,2867.0,1239.0,353.0,68.0,0.0,3720,2187,1289,762,701,573,523,558,668,750,869,991,1003,2144,845,1928,638,1741,497,495,599,839,1215,2089,28450,33926,1451.2931751412432,15.253468926553673,0.3437285374538092,0.2891384759120396,0.919093288276598,61134.0,925.5188980102539,0.8968547130135973,1.0,0.9953759484190302,ISIC_0036237.jpg
0.427023,0.3814967,0.21963339,0.2609795,0.25531086,0.51747507,0.19245823,0.19210793,0.6974928,28472.0,358.0,1621.0,2166.0,2953.0,2074.0,2200.0,1868.0,1499.0,1272.0,1310.0,1124.0,1201.0,1059.0,1005.0,885.0,793.0,850.0,967.0,1029.0,1201.0,1248.0,1449.0,1685.0,2027.0,2537.0,3145.0,3706.0,4386.0,4549.0,4150.0,2531.0,30367.0,3377.0,5354.0,3839.0,2507.0,2384.0,2153.0,1773.0,1687.0,1614.0,1535.0,1592.0,1654.0,1764.0,1933.0,2180.0,2546.0,2880.0,3579.0,3890.0,3882.0,3190.0,2318.0,1276.0,565.0,140.0,21.0,0.0,0.0,0.0,0.0,0.0,30845.0,4429.0,6600.0,5615.0,4405.0,3312.0,2446.0,1921.0,1766.0,1673.0,1845.0,2239.0,2769.0,3479.0,3905.0,4029.0,3784.0,2668.0,1465.0,572.0,182.0,42.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989,1713,1185,812,615,696,711,816,949,1154,1401,1717,1827,2999,1509,2488,973,2032,736,672,669,874,1172,1559,27427,30305,956.2668700564974,15.76781920903955,0.3328718736749079,0.28397809778970406,0.908830396536852,61116.5,935.0752469301224,0.878365396023771,0.9988207405360247,0.9953746304997516,ISIC_0017399.jpg
0.39184627,0.34430948,0.2724033,0.22564955,0.21538317,0.5942369,0.17595156,0.17310044,0.86487377,28483.0,547.0,1579.0,2053.0,2186.0,1415.0,1434.0,1735.0,1852.0,1820.0,1724.0,1759.0,1823.0,1933.0,1894.0,1877.0,1976.0,1847.0,1819.0,1691.0,1472.0,1470.0,1708.0,2015.0,2501.0,3049.0,3299.0,3427.0,3273.0,2860.0,1951.0,882.0,30949.0,3430.0,3606.0,3265.0,3153.0,3031.0,2822.0,2730.0,2860.0,2845.0,2900.0,2924.0,2919.0,2881.0,2908.0,2832.0,2790.0,2579.0,2463.0,2178.0,1780.0,1259.0,593.0,216.0,73.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,31257.0,3753.0,4959.0,5547.0,4927.0,4293.0,4059.0,3966.0,3779.0,3205.0,2811.0,2384.0,2369.0,2251.0,2289.0,2130.0,1921.0,1634.0,1303.0,768.0,322.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058,1711,1331,894,711,684,654,787,863,1039,1334,1504,1716,2804,1391,2395,998,2088,865,754,799,995,1314,1581,27249,30481,1036.882440677966,16.449966101694915,0.3282390302363614,0.2628102220348865,0.8695593804041111,61086.0,942.8326059579849,0.8635398129537522,0.9979743125828164,0.9946187099557936,ISIC_0017398.jpg
0.5113829,0.3543371,-0.54200184,0.3412776,0.26490393,-0.05148129,0.2413177,0.21990465,0.48684135,28471.0,0.0,0.0,2.0,7.0,30.0,125.0,159.0,210.0,211.0,235.0,314.0,390.0,494.0,565.0,743.0,1018.0,1433.0,1833.0,2411.0,3161.0,3747.0,4672.0,5752.0,6118.0,6113.0,7937.0,7637.0,4867.0,1048.0,230.0,59.0,29078.0,506.0,563.0,554.0,618.0,783.0,1007.0,1266.0,1611.0,2091.0,2591.0,3108.0,3663.0,4033.0,4331.0,3940.0,3528.0,2752.0,2167.0,2604.0,4039.0,5754.0,5879.0,3125.0,407.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31964.0,1410.0,2041.0,2537.0,3142.0,3589.0,3907.0,4100.0,3825.0,3268.0,2702.0,2249.0,1786.0,1547.0,1538.0,1894.0,1931.0,3529.0,5563.0,4926.0,2339.0,211.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497,1392,1121,1006,955,950,1033,1136,1300,1551,1783,2273,2368,3441,1975,2804,1374,2426,1076,970,932,1029,1093,1203,27223,25089,1013.7544745762713,12.96645197740113,0.3690821749605437,0.2847379097204263,0.9008071620414544,61124.0,933.1757521629333,0.8820531192778668,0.99941481444468,0.9952131297013904,ISIC_0021158.jpg
0.55480343,0.3785562,-0.6158113,0.42050257,0.299651,-0.3733657,0.36249194,0.26722783,-0.2190317,28471.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,18.0,34.0,83.0,155.0,232.0,312.0,379.0,524.0,721.0,1002.0,1334.0,1836.0,2289.0,3228.0,4212.0,5288.0,6444.0,7386.0,7818.0,7869.0,6087.0,3097.0,924.0,28471.0,3.0,30.0,69.0,117.0,188.0,277.0,416.0,497.0,676.0,892.0,1214.0,1572.0,2063.0,2431.0,2946.0,3467.0,3900.0,4295.0,4805.0,5255.0,5951.0,5814.0,5172.0,4268.0,3014.0,1618.0,507.0,72.0,0.0,0.0,0.0,28571.0,97.0,194.0,332.0,454.0,594.0,756.0,911.0,1144.0,1544.0,1965.0,2284.0,2910.0,3441.0,3830.0,4013.0,4471.0,4631.0,5136.0,5364.0,5112.0,4382.0,3340.0,2259.0,1466.0,726.0,73.0,0.0,0.0,0.0,0.0,0.0,2799,1544,1244,1083,1138,1076,1098,1241,1348,1459,1564,1701,1610,2683,1408,2404,1030,2185,888,956,983,1163,1229,1326,27966,26874,1393.43584180791,18.647412429378534,0.3286439671809567,0.28902235551806593,0.8923469817353723,61109.0,943.6610333919525,0.8623488662718747,0.9972533347641271,0.9949689016249308,ISIC_0012633.jpg
0.5693921,0.3926455,-0.579164,0.4953016,0.3611655,-0.36097768,0.42961657,0.33174366,-0.18458842,28471.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,17.0,91.0,190.0,229.0,261.0,339.0,490.0,625.0,777.0,912.0,1072.0,1148.0,1211.0,1493.0,1816.0,2337.0,3168.0,4566.0,5983.0,7768.0,8802.0,8121.0,6200.0,3362.0,28496.0,83.0,181.0,185.0,233.0,311.0,409.0,466.0,559.0,611.0,718.0,773.0,884.0,1036.0,1196.0,1111.0,1163.0,1239.0,1421.0,1692.0,2121.0,2820.0,3642.0,4587.0,5429.0,6475.0,6426.0,5892.0,4482.0,2835.0,1651.0,644.0,29376.0,408.0,516.0,660.0,741.0,862.0,860.0,869.0,952.0,985.0,1103.0,1033.0,1046.0,1136.0,1172.0,1368.0,1594.0,1990.0,2471.0,3103.0,3699.0,4140.0,4814.0,5450.0,5529.0,5165.0,4024.0,2720.0,1452.0,576.0,186.0,0.0,3573,1980,1434,1055,964,840,870,873,944,939,1023,1140,1124,2255,912,1988,734,1891,623,623,766,820,1290,1987,28279,31073,1840.438757062147,21.198305084745762,0.33027761663380745,0.2890293951384697,0.8924208291601948,61084.5,970.7321006059647,0.8145956840946647,0.9986438596168807,0.9945861894915089,ISIC_0012627.jpg
0.4435339,0.29768127,-0.6573348,0.38741833,0.2625936,-0.5930748,0.33351287,0.23068571,-0.5056125,28471.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.0,55.0,80.0,125.0,237.0,302.0,405.0,997.0,2197.0,4033.0,5930.0,8538.0,11117.0,11268.0,8340.0,4397.0,2080.0,1082.0,270.0,12.0,1.0,2.0,1.0,0.0,28471.0,0.0,19.0,55.0,70.0,114.0,218.0,271.0,257.0,284.0,334.0,390.0,665.0,1217.0,2283.0,4381.0,7650.0,10993.0,11871.0,8944.0,5786.0,3307.0,1556.0,681.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28581.0,154.0,329.0,376.0,324.0,316.0,349.0,388.0,506.0,709.0,943.0,1489.0,2503.0,4589.0,7997.0,11318.0,11534.0,8618.0,5325.0,2448.0,824.0,306.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3408,1936,1249,958,773,798,686,677,795,855,872,954,969,2122,804,1931,701,1878,702,701,811,931,1242,1783,28260,33204,660.382485875706,11.492903954802259,0.35277112437279506,0.2892518372682914,0.9284501882620766,61127.5,931.7615386247635,0.8847833453126345,0.9993378508032221,0.9952701162525643,ISIC_0036236.jpg
0.49799183,0.335964,-0.6741578,0.42667297,0.29225808,-0.5669766,0.41704184,0.29386872,-0.44295156,28471.0,0.0,0.0,1.0,7.0,74.0,161.0,212.0,201.0,112.0,56.0,34.0,18.0,33.0,121.0,239.0,402.0,605.0,1232.0,2113.0,3220.0,6017.0,9742.0,12451.0,11727.0,8864.0,3351.0,516.0,20.0,0.0,0.0,0.0,28471.0,0.0,0.0,0.0,17.0,115.0,191.0,292.0,378.0,410.0,408.0,465.0,606.0,865.0,1241.0,1914.0,2648.0,3736.0,5690.0,8333.0,10122.0,10471.0,7601.0,3621.0,1412.0,680.0,254.0,59.0,0.0,0.0,0.0,0.0,28471.0,1.0,40.0,119.0,223.0,341.0,384.0,399.0,616.0,710.0,867.0,1003.0,1037.0,1051.0,1477.0,1961.0,2353.0,3450.0,5663.0,8086.0,9735.0,8657.0,6003.0,3107.0,1397.0,992.0,890.0,658.0,240.0,60.0,9.0,0.0,3427,1978,1172,821,700,617,606,604,689,756,863,1164,1230,2297,902,2047,766,1837,712,655,705,873,1169,1819,28209,33382,1115.2344406779666,13.258508474576274,0.36198088036726134,0.2892607762452562,0.9058407238136784,60122.5,1334.7564865350723,0.4240751407331329,0.9547682750175406,0.9789945043761449,ISIC_0021762.jpg
0.51099646,0.34538567,-0.65768474,0.42353114,0.29542714,-0.5153253,0.3945053,0.2843918,-0.40429962,28471.0,1.0,1.0,4.0,5.0,0.0,0.0,2.0,4.0,54.0,118.0,195.0,290.0,383.0,462.0,525.0,655.0,727.0,814.0,1030.0,1893.0,4155.0,7416.0,10576.0,12042.0,9917.0,6105.0,2887.0,962.0,281.0,24.0,0.0,28477.0,18.0,97.0,157.0,233.0,293.0,418.0,449.0,542.0,605.0,681.0,702.0,686.0,713.0,760.0,1082.0,1864.0,3326.0,5508.0,8004.0,10020.0,10214.0,8037.0,4449.0,1979.0,598.0,79.0,9.0,0.0,0.0,0.0,0.0,28705.0,201.0,456.0,522.0,542.0,622.0,667.0,627.0,616.0,562.0,609.0,614.0,728.0,927.0,1381.0,2340.0,3756.0,5556.0,7299.0,8504.0,8566.0,7092.0,4797.0,2538.0,1304.0,382.0,75.0,9.0,3.0,0.0,0.0,0.0,3952,2080,1451,1051,868,709,642,561,622,668,787,963,912,2119,905,1917,636,1794,602,629,731,893,1281,1972,28624,32631,1078.2728135593222,15.476881355932205,0.3375629253147528,0.28915546877486265,0.9111311923786636,61116.0,941.1757521629333,0.8670084430314096,0.9982278435907193,0.9950828747272786,ISIC_0022147.jpg
0.45633575,0.3359352,-0.257917,0.29421288,0.23576033,0.08104448,0.32068902,0.26434723,0.11854679,28471.0,0.0,0.0,0.0,3.0,57.0,233.0,460.0,921.0,1220.0,1628.0,2041.0,1939.0,1743.0,1697.0,1702.0,1743.0,1817.0,1974.0,2552.0,3185.0,3728.0,4411.0,4628.0,5013.0,5064.0,4697.0,3900.0,2765.0,1685.0,617.0,90.0,28492.0,156.0,621.0,1516.0,2584.0,3276.0,3058.0,2410.0,1908.0,1829.0,1886.0,2418.0,2992.0,3688.0,4331.0,4457.0,4648.0,4806.0,4661.0,3882.0,3041.0,1987.0,1045.0,279.0,26.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28494.0,130.0,556.0,1659.0,3039.0,3642.0,3158.0,2255.0,1490.0,1165.0,1150.0,1251.0,1682.0,2109.0,2701.0,3333.0,3957.0,4320.0,4416.0,4530.0,4469.0,3840.0,3054.0,2000.0,1087.0,416.0,91.0,4.0,1.0,1.0,0.0,0.0,3622,1557,1441,1248,1144,993,995,1017,1034,1123,1137,1305,1214,2318,1121,2160,885,2012,821,911,993,1257,1425,1480,28414,28373,721.5129491525425,14.564067796610171,0.3315276082584124,0.28900442034856155,0.9218011094153477,60917.0,1026.3717089891434,0.7266730036315838,0.9873170643441469,0.9922062691891099,ISIC_0018556.jpg
0.446994,0.32077524,-0.37623206,0.36620155,0.28363428,-0.09732268,0.28829002,0.24424863,0.20981269,28471.0,0.0,0.0,3.0,88.0,337.0,442.0,555.0,690.0,831.0,927.0,1027.0,1127.0,1245.0,1440.0,1703.0,2268.0,2611.0,3003.0,3738.0,4367.0,4815.0,5976.0,6600.0,6644.0,5302.0,3280.0,1588.0,741.0,169.0,12.0,0.0,28491.0,292.0,681.0,935.0,1205.0,1286.0,1065.0,1100.0,1164.0,1256.0,1591.0,1950.0,2478.0,2471.0,2930.0,3121.0,3477.0,3464.0,3782.0,3870.0,4458.0,4988.0,5400.0,4407.0,2495.0,1054.0,415.0,172.0,2.0,0.0,0.0,0.0,29440.0,1304.0,2104.0,2029.0,1893.0,1932.0,2114.0,2209.0,2232.0,2300.0,2547.0,2729.0,2899.0,3106.0,3356.0,3587.0,3702.0,3916.0,4219.0,4028.0,3409.0,2194.0,1303.0,626.0,457.0,264.0,93.0,8.0,0.0,0.0,0.0,0.0,2216,1270,945,848,919,1044,1104,1314,1521,1898,2324,2673,2845,3805,2277,3050,1478,2386,1035,938,900,880,932,1177,26752,23469,1024.0417853107344,16.525762711864406,0.3299901885381707,0.28811265877485864,0.9043190512127752,60467.5,1109.5260381698608,0.6172440042882513,0.9828882833071507,0.9848207232957923,ISIC_0036085.jpg
0.4868542,0.35922217,-0.2821495,0.31986904,0.2539684,0.061695352,0.30622935,0.25639313,0.2600393,28473.0,24.0,54.0,78.0,153.0,323.0,520.0,653.0,889.0,1029.0,946.0,803.0,698.0,719.0,844.0,1077.0,1368.0,1873.0,2304.0,2805.0,3450.0,3869.0,4121.0,4284.0,4481.0,4364.0,4188.0,3758.0,3417.0,2866.0,2128.0,1378.0,28763.0,764.0,1136.0,1045.0,1067.0,1031.0,1198.0,1373.0,1718.0,2135.0,2604.0,3249.0,3771.0,4191.0,4459.0,4517.0,4597.0,4404.0,3913.0,3376.0,2912.0,2334.0,1697.0,1306.0,928.0,570.0,405.0,233.0,164.0,93.0,30.0,15.0,31080.0,854.0,1014.0,1003.0,1077.0,1254.0,1570.0,1838.0,2234.0,2713.0,3120.0,3389.0,3762.0,3867.0,3813.0,3919.0,3731.0,3533.0,3075.0,2792.0,2294.0,1988.0,1493.0,1209.0,903.0,719.0,512.0,438.0,304.0,213.0,146.0,80.0,3917,2134,1377,965,868,755,718,701,680,687,754,1033,1274,2151,720,1822,552,1754,470,540,612,856,1331,2139,28226,32964,2363.4381807909604,27.980011299435027,0.3100695253672072,0.26476051872137646,0.7717635919770016,16999.0,1364.503738641739,0.11473179229843636,0.502627801558314,0.7225469151807536,ISIC_0015462.jpg
0.41909993,0.28219137,-0.62618953,0.38699988,0.26692963,-0.49879232,0.37245244,0.26772702,-0.3461509,28471.0,0.0,0.0,0.0,1.0,5.0,8.0,12.0,27.0,45.0,109.0,236.0,520.0,897.0,1369.0,2384.0,4155.0,6466.0,9393.0,10491.0,8895.0,7094.0,5535.0,2663.0,1054.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,28471.0,0.0,0.0,0.0,24.0,50.0,82.0,235.0,454.0,791.0,1074.0,1388.0,1848.0,2297.0,2750.0,3777.0,5414.0,7179.0,8852.0,8476.0,6891.0,5092.0,3101.0,1318.0,423.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,28473.0,32.0,93.0,191.0,340.0,563.0,744.0,882.0,1120.0,1420.0,1730.0,1780.0,1827.0,1911.0,2381.0,3328.0,4568.0,5928.0,7905.0,7808.0,6491.0,4817.0,3445.0,1562.0,605.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,3426,2062,1244,808,696,559,531,597,644,783,919,1097,1216,2279,996,2020,695,1804,531,515,597,757,1170,2031,28046,33977,749.3358870056496,12.478870056497176,0.3584685592230771,0.28916839680296696,0.919888713148775,61126.0,932.0041791200638,0.8843010112077159,0.9993422295618829,0.9952456934449184,ISIC_0036291.jpg
0.56808925,0.3981724,-0.51766527,0.44466135,0.34690103,-0.17330612,0.43067485,0.3547908,-0.08742557,28471.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,149.0,267.0,346.0,495.0,583.0,672.0,780.0,872.0,921.0,903.0,850.0,994.0,1090.0,1321.0,1439.0,1885.0,2821.0,3620.0,4679.0,5832.0,7811.0,9618.0,7932.0,3815.0,28916.0,351.0,553.0,715.0,909.0,1051.0,1154.0,1112.0,1143.0,1055.0,1008.0,980.0,869.0,848.0,825.0,984.0,1102.0,1295.0,1753.0,2306.0,2554.0,2958.0,3990.0,4785.0,6133.0,6695.0,6250.0,3685.0,2111.0,1476.0,434.0,0.0,30479.0,1032.0,1386.0,1419.0,1408.0,1270.0,1166.0,999.0,890.0,726.0,636.0,566.0,540.0,560.0,514.0,570.0,767.0,1014.0,1488.0,1995.0,2542.0,2822.0,3538.0,4609.0,5968.0,6995.0,6366.0,3958.0,2144.0,1192.0,438.0,3.0,3286,1702,1358,1051,863,774,771,797,914,1050,1249,1419,1550,2578,1194,2232,863,2001,787,781,862,1137,1354,1519,27873,30035,1270.9297401129945,16.536700564971753,0.3416361921716118,0.2826950864834081,0.9236819589215582,49801.0,2106.7434163093567,0.14100179346125932,0.9244332865901005,0.8108534957178677,ISIC_0020418.jpg
0.52945966,0.373119,-0.47441682,0.48103133,0.37766862,-0.122263454,0.41570282,0.351338,0.05412992,28471.0,0.0,0.0,0.0,0.0,0.0,39.0,110.0,169.0,217.0,303.0,468.0,683.0,993.0,1197.0,1390.0,1526.0,1694.0,1706.0,1787.0,2027.0,2435.0,2551.0,2317.0,1988.0,2291.0,4861.0,11501.0,14022.0,4877.0,366.0,11.0,28482.0,102.0,239.0,336.0,515.0,831.0,1068.0,1237.0,1394.0,1403.0,1502.0,1406.0,1384.0,1400.0,1416.0,1468.0,1431.0,1479.0,1304.0,1238.0,1119.0,1051.0,1028.0,1068.0,1270.0,1915.0,3461.0,6771.0,12193.0,8899.0,1560.0,30.0,28923.0,509.0,1021.0,1472.0,1723.0,1887.0,1931.0,1711.0,1671.0,1628.0,1532.0,1412.0,1340.0,1219.0,1044.0,937.0,900.0,801.0,802.0,811.0,878.0,1023.0,1265.0,2048.0,4040.0,8592.0,12250.0,6002.0,618.0,10.0,0.0,0.0,3172,1711,1191,934,851,858,877,861,977,1132,1270,1403,1378,2594,1240,2306,963,2046,818,825,870,1063,1331,1611,27878,29840,1709.2804745762712,14.915638418079098,0.36914424630018294,0.28935432970273384,0.9031504228013097,61134.0,925.5188980102539,0.8968547130135973,1.0,0.9953759484190302,ISIC_0012643.jpg
